zincid,smiles,dockscore
ZINC000365633849,Cc1cnn([C@H]2CCN(C(=O)c3cccc(-n4cccc4)c3)C2)c1,-33.91
ZINC000263147652,COC[C@H](NC(=O)C(C)(C)c1ccc(OC)c(OC)c1)C(=O)O,-43.25
ZINC000433150638,CC(C)OC[C@H](CO)N(C)CCOc1cccc(C#N)c1,-25.38
ZINC000416857322,C[C@@H](NC(=O)NC[C@@H](N)C1CC1)c1cc2ccccc2o1,-19.01
ZINC000046133049,CCCOc1ccc(NC(=O)[C@@H]2CC(=O)N(CC)C2)cc1OCCC,-37.21
ZINC000516288482,Cn1c(CO)cnc1S[C@@H]1CCN(C(C)(C)C)C1=O,-28.23
ZINC000056915758,Cc1cc(Br)ccc1C(=O)Nc1cnn(C)c1,-33.57
ZINC000160305397,COc1ccc(CN(C)c2nc(C)ccc2C#N)c(OC)c1,-38.77
ZINC000163056311,COc1ccc(NC(=O)N[C@@H]2CCCN(CC(F)(F)F)C2=O)cn1,-34.13
ZINC000378291116,CS(=O)(=O)N1CC[C@H](CNC(=O)N2CCCC23CCCCC3)C1,-33.13
ZINC000346535525,C[C@@H](NC(=O)CN1CC(=O)NC1=O)c1ccc(OC(F)(F)F)cc1,-31.93
ZINC000336872876,Cc1cc(CN2CCC(c3nc4ccccc4[nH]3)CC2)nn1C,-35.26
ZINC000277587099,C=C(C)CN1CCC(Nc2ncnc(N)c2Cl)CC1,-18.43
ZINC000194026179,COCCO[C@@H]1CCCN(C(=O)NCCCC(C)C)C1,-25.48
ZINC000329458258,Cc1nc(C)c(C#N)c(SCc2nc(=O)n(C)[nH]2)n1,-72.99
ZINC000190569121,Cc1cc(C[C@@H](C)NC(=O)C(=O)Nc2cccc3ccn(C)c32)n[nH]1,-27.72
ZINC000362459383,COCCO[C@@H]1COCC[C@H]1NC(=O)c1sccc1C,-22.56
ZINC000423654631,C[C@H]1[C@@H](N)CCN1C(=O)c1cc(Cl)ccc1-n1cnnn1,-25.59
ZINC000279611803,CC(C)(C)N1CCC(NC(=O)CCc2ccccc2C(N)=O)CC1,-23.58
ZINC000359923650,COc1ccc([C@H](C)CC(=O)N[C@H](C)c2ccnc(OC)c2)cc1,-28.92
ZINC000359923658,COCCCCC(=O)N[C@@H](C)c1ccnc(OC)c1,-26.06
ZINC000272230582,COc1ccccc1N1CCN(C(=O)c2ccnc3[nH]cnc32)CC1,-38.37
ZINC000342017755,CCN(CC(C)C)C(=O)C(=O)Nc1cnc(CC2CC2)nc1,-43.02
ZINC000152923904,C=CCN(C)C(=O)CN1CCN(CC)C(=O)C1=O,-30.5
ZINC000035451772,C[C@@H](CCc1ccco1)NCCCOCC1CC1,-12.56
ZINC000442645612,COc1cc(C(=O)N2CCN(C(=O)CN3CCCC3)CC2)ccc1O,-30.24
ZINC000375002944,CN1CCC(N(Cc2ccco2)C(=O)NCCCOC(F)F)CC1,-15.66
ZINC000530642485,COc1ccc2oc(C(=O)NCCn3cccc3)c(C)c2c1,-34.22
ZINC000371206040,Cc1cnn(C2CN(C(=O)CC3(C)CCCCC3)C2)c1,-31.92
ZINC000363687002,CCCC[C@H](CN)NC(=O)C[C@H]1CCCNCC1,-7.83
ZINC000414029546,Cc1nc(-c2cccc(C)c2)[nH]c1C(=O)N1CCC[C@@H](CO)[C@@H]1C,-37.81
ZINC000294968198,COc1cc(CC(=O)N2CCS[C@H]3COCC[C@@H]32)ccc1O,-23.14
ZINC000351266097,CCCN(CC(=O)OC)C(=O)c1ccc2c(c1)C(C)(C)C(=O)N2,-35.76
ZINC000338421655,O=S(=O)(CC1CCOCC1)N1CC[C@@](F)(CO)C1,-23.02
ZINC000290768671,c1nnc(-c2cccc(NC[C@@H]3CSCCS3)c2)s1,-42.56
ZINC000496087863,O=C(NC[C@@H](O)COc1cccc(Cl)c1Cl)OCCCF,-28.75
ZINC000497297041,C[C@H](CCC(=O)N1Cc2cccc(F)c2C1)NC(=O)OC(C)(C)C,-25.53
ZINC000408305545,Cc1c(C(=O)N[C@@H]2CC[S@](=O)C2)[nH]c2c1C(=O)CC(C)(C)C2,-39.69
ZINC000557234972,CCC[C@@H](N)C(=O)Nc1ncn(Cc2ccccc2)n1,-18.61
ZINC000335138473,CN(Cc1nc2c(s1)CCCC2)C(=O)N[C@H]1CC12CC2,-36.56
ZINC000408107346,C[C@@H]1CN(c2ccc(S(C)(=O)=O)cn2)C[C@]2(CCOC2)O1,-25.06
ZINC000182883087,Cc1nn(-c2ccc(Cl)cc2)cc1C(=O)N[C@@]1(CO)CCOC1,-34.07
ZINC000267022849,C[C@H](CNC(=O)CSc1nnc(S)s1)c1ccc(F)cc1,-56.19
ZINC000347641641,CN1C[C@@H]2CN(C(=O)CC3CC(OC(C)(C)C)C3)C[C@H]2C1,-23.2
ZINC000576137831,C[C@@H]1CC[C@]2(CCN(C[C@@H](O)COC[C@H]3CCCO3)C2)C1,-16.62
ZINC000183895618,CC[C@@H](CC#N)NC(=O)Cc1ccccc1C(F)(F)F,-37.93
ZINC000448459398,CC(C)N(C(=O)Cc1ccc(C(N)=O)cc1)c1cnc2ccccc2c1,-40.0
ZINC000273932761,C[C@H](NC(=O)Nc1ccncc1F)[C@@H]1CCOC1,-25.49
ZINC000246277258,C[C@H](Cc1cccs1)NC(=O)N1CCS[C@@H](C)[C@H]1C,-26.4
ZINC000329116664,Cc1ocnc1C(=O)N1CCC(Cc2nc3ccccc3[nH]2)CC1,-37.38
ZINC000353706986,C[C@@H]1CN(C(=O)CCOc2ccc(C(N)=O)cc2)[C@@H](C)[C@H](C)O1,-32.19
ZINC000299448305,CCN(C[C@@H]1CCCO1)C(=O)CNC(=O)c1cccc(Cl)c1,-29.52
ZINC000295052785,C[C@H](CC(=O)c1cccs1)NS(=O)(=O)[C@H]1CCO[C@@H](C)C1,-28.31
ZINC000335905309,Cc1c(CN2CCOc3cccc(F)c3C2)cnn1C,-31.44
ZINC000343129313,COc1cc(CNC(=O)c2n[nH]cc2[N+](=O)[O-])ccc1OCC(N)=O,-40.37
ZINC000267400159,COc1ccc(N/C(N)=N/C[C@H](C)Oc2ccccc2)cc1OC,-20.16
ZINC000447864616,CC(=O)Nc1ccc(C(=O)N2CCOc3c(F)cccc3C2)nc1,-35.22
ZINC000282790940,CC[C@H](NC(=O)c1cn(C(C)C)cn1)c1ccncc1,-35.1
ZINC000348296713,CCOC(=O)C1(C)CCC(NC[C@@H](CO)C(C)C)CC1,-10.87
ZINC000346039693,O=C(N=c1cccn[nH]1)c1ccc(OCC(F)(F)F)nc1,-60.29
ZINC000112035002,CCc1noc([C@@H](C)N2CCN(C(=O)c3cnns3)CC2)n1,-27.08
ZINC000128772689,O=C(Nc1cccc(CO)c1)c1ccnc(SCC(F)(F)F)c1,-33.59
ZINC000291173306,CN(C)c1cccc(CNC(=O)N2CCOCC(F)(F)C2)c1,-47.32
ZINC000357067365,Cc1cc2cc[nH]c2cc1NS(=O)(=O)CCOCC(F)(F)F,-27.64
ZINC000452867398,C[C@H](NC(=O)[C@@H]1CC(=O)N(C)[C@H]1c1ccnn1C)C(C)(F)F,-31.12
ZINC000493361734,O=C(/C=C/c1cscn1)N1CC[C@](O)(c2cnn[nH]2)C1,-38.52
ZINC000157191667,C=CCN(Cc1cccc([N+](=O)[O-])c1)C(=O)NC(C)(C)C,-41.13
ZINC000276206105,CO[C@H](C)[C@H](C)NC(=O)N[C@@H](CCc1ccccc1)C(F)(F)F,-32.07
ZINC000031163171,C/C=C(\C)C(=O)O[C@H]1C[C@](C)(O)[C@H]2CC=C(C)[C@H]2[C@@H]2OC(=O)[C@H](C)[C@H]21,-15.61
ZINC000191797216,C[C@@H](CC(=O)NOC[C@H]1CCOC1)c1ccccc1F,-36.68
ZINC000078869961,Cn1cc([C@](C)(O)CNC(=O)NCc2coc3ccccc23)cn1,-46.63
ZINC000269715507,C[C@H](Cc1ccc(F)c(Br)c1)NC(=O)[C@@H](N)CC(N)=O,-40.3
ZINC000191957577,CC(C)CC[C@@](C)(O)CNC(=O)c1snnc1C(C)(C)C,-32.3
ZINC000337055258,CO[C@H](CNC(=O)N[C@@H]1CCCC[C@H]1OC(F)F)C(C)C,-21.36
ZINC000492928971,CCOc1cc(/C=C/C(=O)N[C@@](C)(C(N)=O)C(C)C)ccc1OC,-41.91
ZINC000563209204,CN(C)C(=O)[C@@H]1C[C@@H]1C(=O)NCCc1ccccc1F,-32.29
ZINC000376061227,O=C([C@H]1CCc2nn[nH]c2C1)N1CCc2ccccc2[C@H]1CO,-36.83
ZINC000452480561,CC1(C)OCC[C@@H]1NC(=O)CC1CCC(C)(C)CC1,-26.05
ZINC000491867411,CCS(=O)(=O)Nc1ccc(NC(=O)/C=C\CN(C)C)cc1,-34.25
ZINC000038025235,COc1ccc(C)cc1C(=O)N1CCCC[C@@H]1CC(=O)O,-45.24
ZINC000496193460,CC(C)(C)OC(=O)N1CC[C@@H]1c1nc(CC(=O)N2CCCC2)no1,-35.63
ZINC000433450367,COC[C@@H](NS(=O)(=O)c1cccc2ncccc21)[C@H]1CCCO1,-22.52
ZINC000072288915,CCc1nnnn1-c1ccccc1NC(=O)c1cnc(C)cn1,-37.9
ZINC000413184036,C[C@@H](C(=O)Nc1cc(Cl)ccc1-n1cccn1)C(=O)OC(C)(C)C,-36.43
ZINC000120633052,CCN(CC)C(=O)CN1CC[C@H](C(=O)OC)c2ccccc21,-35.3
ZINC000360126712,CCN(CC)C[C@@H]1CCCC[C@H]1NC(=O)N[C@@H](C)CN(C)C(C)C,-7.98
ZINC000564827120,Cc1ccccc1[C@H]1CN(C(=O)C(=O)N2CCCNCC2)CCO1,-26.13
ZINC000408238148,CC1(C)[C@H](NC(=O)CCCC#N)[C@@H]2CCCO[C@@H]21,-18.58
ZINC000361728419,CSCC[C@H](N)C(=O)N1CCC[C@H](N2CCCCC2)C1,-7.56
ZINC000561996989,C[C@@H]1CC2(CCC2)CN1c1nnc([C@H]2Cc3ccccc3O2)n1C,-32.11
ZINC000153367465,C[C@H](NC(=O)NC1(C)CCCCC1)C(=O)N1CCCCC1,-16.34
ZINC000451973579,Cc1cc(F)ccc1[C@H]1CCCN1CC(=O)N(C)C(C)C,-37.26
ZINC000350513109,Cn1ccc(C[S@@](=O)CCC(=O)N2CCc3sccc3C2)n1,-34.72
ZINC000124093982,Cc1cncc(CNC(=O)Cc2csc(-c3cccs3)n2)c1,-35.39
ZINC000361563300,C[C@@]1(C2CCN(CCC3CCCCC3)CC2)NC(=O)NC1=O,-22.9
ZINC000351960954,COCCCN(Cc1ccccc1)[C@@H](C(=O)OC)[C@@H](C)O,-17.71
ZINC000459253948,COC(=O)[C@H]1CCN(C(=O)NCc2nc(C(C)(C)C)n[nH]2)[C@H]1C,-43.79
ZINC000343658301,C[C@H](Oc1cccc(Br)c1)C(=O)N[C@@]1(C)CCO[C@@H]1C,-28.49
ZINC000340737133,CCC[C@@H](C)N(C)C(=O)CSc1ccccc1[N+](=O)[O-],-32.18
ZINC000187979716,COCC[C@H](Cc1cccc(F)c1)N[C@H]1CCC[C@@H]1CCO,-16.37
ZINC000302224145,CCCNC(=O)C1CCN(c2nccnc2OC(C)C)CC1,-35.02
ZINC000528544591,CC(C)(C)CS(=O)(=O)N[C@@H]1C[C@H]1c1ccsc1,-31.0
ZINC000269033469,O=C(N[C@H]1CCCc2cn[nH]c21)c1cccnc1N1CCCC1,-36.71
ZINC000360221863,N#Cc1cccc(CNC(=O)CSc2ncccn2)c1,-31.03
ZINC000557399328,CN(C)[C@H]1CN(C(=O)c2cc(N3CCNC3=O)ccc2F)C[C@@H]1O,-21.29
ZINC000329413072,Cc1nc([C@@H]2CCCN2C(=O)Cn2ncc(=O)c3ccccc32)no1,-30.45
ZINC000364234387,CCN(C)C(=O)[C@@H](C)NC(=O)N1CC[C@]2(C1)CCCN(C)C2=O,-11.2
ZINC000372509497,CC(C)(C)CC(=O)NCC(=O)N1CC(F)(F)C[C@@H]1CO,-30.64
ZINC000520503671,CCOC(=O)c1cc(CNc2cccc3c2CCN3C(C)=O)[nH]c1C,-39.8
ZINC000349477355,CC(C)C(=O)N1CCCC[C@H]1C(=O)N[C@@H](C#N)C1CC1,-23.26
ZINC000304438568,C[C@@H](O)CC(C)(C)CNC(=O)c1cnn(-c2ccc(Cl)cc2)c1,-37.93
ZINC000038611254,COc1ccccc1N1CCN(CC(=O)c2ccc(O)c(O)c2)CC1,-52.5
ZINC000275006231,C[C@](O)(CNC(=O)N[C@@H]1CCc2c1cccc2Cl)C(F)(F)F,-32.54
ZINC000336209701,CC1CCC(OCC(=O)N2CCSC[C@@H]2C#N)CC1,-38.12
ZINC000184244020,O=[N+]([O-])c1ccccc1CS(=O)(=O)NC[C@H]1CCCOC1,-34.46
ZINC000344330523,O=C(CC[C@H]1CCCCO1)NCC[C@H]1CCOC1,-30.12
ZINC000072381733,CS(=O)(=O)N1CCOC[C@@H](Cc2ccncn2)C1,-31.4
ZINC000331304874,Cc1sc2ccc(Cl)cc2c1S(=O)(=O)N(C)CC[C@@H](C)O,-33.85
ZINC000459454539,COCCOC1CN(Cc2cnc(-c3c(F)cccc3F)s2)C1,-33.76
ZINC000344064510,COc1ccc(CNC(=O)NCCN2CCOC(C)(C)C2)c(F)c1,-32.84
ZINC000338460275,O=C(NCc1cccc(O)c1)Nc1ncc(C(F)(F)F)s1,-31.04
ZINC000452720520,CC[C@](C)(CNC(=O)COc1cccnc1)OC,-24.81
ZINC000297427119,CN(C)c1cccnc1CN[C@H]1CCCOc2cc(F)cc(F)c21,-25.17
ZINC000261812759,CC(C)(NC(=O)CC[C@@H]1CCNC1)c1ccc([N+](=O)[O-])cc1,-26.98
ZINC000282282724,CC(=O)NCc1ccc(NC(=O)CCc2ncc(C(C)(C)C)o2)cc1,-39.04
ZINC000411519954,CSc1cc(C)ccc1NC(=O)C(=O)N[C@H]1CC[C@@H](O)C1,-22.95
ZINC000410874107,Cc1ccc(CCC(=O)Nc2nccc(-c3cnn(C)c3)n2)o1,-36.12
ZINC000268223621,CC(=O)CCC(=O)NCCc1ccccc1OC(F)(F)F,-27.83
ZINC000292231389,Cc1ccc(/C=C/C(=O)N2CC[C@](CO)(c3ccccc3)C2)cc1,-30.63
ZINC000420092630,NC1(CNC(=O)C(=O)N2CCCCC[C@@H]2c2ccncc2)CCC1,-22.76
ZINC000335097401,CCn1ccnc1C(=O)N1CCC[C@H]2CN(C)C[C@H]21,-21.06
ZINC000360186415,CC(=O)c1cccc(NS(=O)(=O)N2C[C@H](C)OC[C@H]2C)c1,-36.57
ZINC000360186418,C[C@@H]1CCCC[C@@H]1CCNC(=O)c1ncn(C(C)(C)C)n1,-27.57
ZINC000502451721,O=C(c1csc(-c2ccc(Cl)c(Cl)c2)n1)N1CCCN1,-42.02
ZINC000471669451,CCC(O)(CC)CCNC(=O)COC/C=C\c1ccccc1,-27.67
ZINC000491056129,CCOC(=O)Nc1ccc(C(=O)NC[C@H](O)C2CCCCC2)cc1,-30.66
ZINC000495068747,CC1(C)NC(=O)CC[C@H]1N[C@H]1CCCN(c2ccccc2F)C1,-15.72
ZINC000005536119,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)Nn1cnnc1,-38.41
ZINC000124354080,Cc1ccc(CCN2CCC(C3OCCO3)CC2)cc1,-14.73
ZINC000439953629,O=C([C@@H]1CCCN1C1CCCC1)N1CCC[C@@H](C(=O)N2CCCC2)C1,-26.7
ZINC000032069574,CC(C)(C)[C@@H]1CCC2(OCCO2)[C@](O)(CCCO)C1,-22.55
ZINC000341238948,O=C(NC1CCN(C2CC2)CC1)N1CC[C@@H](N2CCCCC2)C1,-14.92
ZINC000461989327,C=C[C@@H]1CCCCN1C(=O)NCC1(c2cccc(OC)c2)CC1,-34.72
ZINC000283200451,CN(C)Cc1cc(CNC(=O)C(=O)N2CCCC2)ccc1F,-49.35
ZINC000355405206,COC(=O)CCN(C)S(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,-61.64
ZINC000464138420,CC(C)[C@H](Oc1ccc(Cl)cc1)C(=O)N1CCO[C@H](C)[C@H]1C,-27.16
ZINC000567771597,O=C(CN1CCNCC1=O)NCc1ccccc1-n1ccnc1,-38.82
ZINC000189782781,COC(C)(C)C[C@H](C)NC(=O)NCCc1cc(C)c(O)c(C)c1,-29.23
ZINC000339480607,CC[C@H](NC(=O)NCCSCC(C)C)[C@H]1CCCO1,-25.69
ZINC000357802345,COc1ccc(C(=O)Nc2ccc(C(=O)NCCCCN)s2)cc1,-36.36
ZINC000295359391,Cn1ncc2c1C[C@@H](C(=O)N1CCc3c(Cl)cc(F)cc3C1)CC2,-28.65
ZINC000547366943,CCO[C@@H](CC)C(=O)N[C@H](C)c1ccc(OCC(=O)OC)cc1,-35.13
ZINC000368068986,COC(=O)c1ccc(NC(=O)N2CC[C@@H]3C(=O)NC[C@@H]3C2)cc1OC,-42.68
ZINC000269629020,O=C(N[C@@H]1CCOC2(CCSCC2)C1)c1ccnc(O)c1,-23.37
ZINC000079621234,COc1ccc(C(=O)N[C@H](C)c2noc(Cc3ccccc3)n2)cc1,-40.17
ZINC000368764484,O=C(CC[C@H]1NC(=O)NC1=O)N1CCN(c2cccs2)C(=O)C1,-34.96
ZINC000282309249,C[C@H]1CCNC(=O)[C@@H]1NC(=O)Nc1ccc2c(c1)S(=O)(=O)CC2,-31.02
ZINC000567753331,C[C@H](NC(=O)N[C@H]1CCC[C@H](F)C1)C(=O)NCc1ccco1,-30.51
ZINC000055788098,O=C(Nc1ccc(CN2CCOC2=O)cc1)c1c(F)cccc1F,-44.34
ZINC000331059562,CCCS(=O)(=O)N1CCCC[C@H]1C(=O)NCC(=O)N(C)CC,-22.54
ZINC000358988704,Cc1ccc(CSCCNC(=O)NCc2ccc(F)cn2)cc1,-36.15
ZINC000362923657,Cn1nccc1N1CCC[C@H](NCc2cc3ccc(F)cc3[nH]2)C1=O,-23.47
ZINC000345600897,CNS(=O)(=O)CC(=O)N[C@H](c1nccc(C)n1)C1CC1,-31.63
ZINC000333591825,NC1(c2noc([C@H]3CC(=O)Nc4cc(F)ccc43)n2)CCCCC1,-29.39
ZINC000337760097,CS[C@@H](C)CNC(=O)c1ccccc1Oc1ccncc1,-27.52
ZINC000425575541,CCCCC[C@@H]1CCCN1C(=O)NCc1nccc(OC)n1,-26.11
ZINC000339886651,O=C(NC[C@H](CO)Cc1ccccc1)NC[C@@H]1COCCO1,-32.49
ZINC000162262057,Cc1ccc(F)cc1NC(=O)C(=O)N[C@@H](C)[C@@H]1COc2ccccc21,-33.15
ZINC000369337682,CCC(=O)N1CCC[C@H]1[C@H]1CCCN1C(=O)NCc1c(C)noc1C,-32.42
ZINC000182746301,COc1cccc(-c2nsc(NC(=O)COC(C)(C)C)n2)c1,-34.93
ZINC000413887662,CN(Cc1cc(C(C)(C)C)n[nH]1)C(=O)NCC(C)(C)c1cccnc1,-31.41
ZINC000372049434,C[C@]1(CNC(=O)c2occc2Br)CCO[C@H]1C1CC1,-25.51
ZINC000358201818,COCCN(C[C@H]1CC=CCC1)C(=O)NCc1ccc(O)cc1,-33.91
ZINC000455437375,CN1CCN(C(=O)[C@H]2CCn3ccnc3C2)c2ccccc2C1,-37.07
ZINC000459543401,COCCN(CC#N)CC(=O)NCc1cccc(OC(C)C)c1,-24.49
ZINC000332130407,C[C@@H]1CCCC[C@H]1N(C)C(=O)N[C@@H]1CCCN(c2ccnn2C)C1=O,-36.4
ZINC000412165967,CCOC(=O)[C@H](CC)C(=O)NC[C@H](OC)c1cccc(Cl)c1,-22.42
ZINC000372836279,COc1ccc(C(=O)[C@@H]2CCCN2C(=O)CCCSC)cc1,-34.46
ZINC000434138138,CCOC(=O)C(C)(C)NC(=O)c1noc2c1C[C@@H](C)CC2,-30.88
ZINC000113614638,COC[C@H]1CCCN(C(=O)NCC(C)(C)c2ccc(C)cc2)C1,-27.17
ZINC000565641431,Cn1ccnc1[C@H](NC(=O)N[C@@H](C1CC1)C1CCC1)C1CCOCC1,-28.91
ZINC000431171772,O=C1Cc2cc(S(=O)(=O)Nc3cc(F)cc(F)c3F)ccc2N1,-32.83
ZINC000333541311,CO[C@@H]1CCN(C(=O)N[C@@H]2CCC(=O)N[C@H]2C(C)(C)C)C[C@@H]1C,-21.93
ZINC000496003353,CCOC(=O)N[C@@H](CNC(=O)N(C(C)C)[C@H]1CCOC1)CC(C)C,-26.26
ZINC000362122015,CCCc1nc(C)c(NC(=O)NCc2ccc(C(=O)OC)o2)s1,-34.12
ZINC000527138194,Cc1ccc(-c2nsc(NC(=O)[C@H]3CO[C@@H](C)C3)n2)s1,-33.04
ZINC000442400189,Cc1noc(-c2ccccc2)c1NC(=O)C(=O)N1CC[C@@H]1C(C)C,-38.6
ZINC000265175477,C[C@@H](O)CCNC(=O)C(=O)Nc1ccc(C(=O)c2nccn2C)cc1,-43.99
ZINC000185904308,Cc1cccc(F)c1S(=O)(=O)N[C@@H](C(N)=O)c1ccc(F)cc1,-36.06
ZINC000556682565,O=C(Nc1nc2ccccc2s1)N1CCC[C@H]1Cn1ccnn1,-32.5
ZINC000297380947,CNC(=O)NC1CN(Cc2c[nH]nc2-c2cccc(Cl)c2)C1,-43.27
ZINC000354303666,C[C@H]1CCC[C@H](NC(=O)C(=O)N2CCOc3ccc(F)cc3C2)CC1,-26.92
ZINC000265656348,CN(C[C@H]1CCCO1)C(=O)CCSc1ccc2c(c1)OCCO2,-26.09
ZINC000278941636,C[C@@H]1CN(C(=O)Nc2ccc(Oc3ccccc3F)nc2)CCO1,-43.69
ZINC000180784178,O=C(CNC(=O)[C@H]1COc2ccc(Br)cc21)C1CC1,-37.32
ZINC000446273467,CCN1CC[C@H](N(C)C(=O)c2cc(OC)c(OC)cc2C)C[C@@H]1C,-22.18
ZINC000358282650,CSC1(CNC(=O)N(C)[C@@H](C)c2ccncc2)CCN(C)CC1,-20.13
ZINC000071979281,CCOC(=O)C1=NN(c2cc([N+](=O)[O-])ccc2Cl)[C@H](C(=O)O)C1,-62.53
ZINC000424701604,CC(C)CO[C@H](C)c1noc(CN(C)C(=O)[C@@H]2CCC[C@H](F)C2)n1,-31.68
ZINC000118114430,CCCCN(C)CCNC(=O)C(=O)Nc1cccc(Cl)c1Cl,-22.66
ZINC000562766696,C[C@@H]1CN(C(=O)Nc2ccc(-c3ccccn3)cc2)C[C@@H]1N,-37.29
ZINC000562444701,C[C@@H]1CCCN(C(=O)CN2CCC(N3CCOC[C@H]3C)CC2)C1,-23.93
